Time,Ne,,,,Sample,Population
0,3.434603493,10874.48668,0.01589,0.04776,Tajikistan_SRR20326384,Tajikistan
4932.731467,3.434603493,11622.04494,0.016982,0.014608,Tajikistan_SRR20326384,Tajikistan
10294.91408,3.434603493,12402.7637,0.018123,0.011664,Tajikistan_SRR20326384,Tajikistan
16122.85547,3.434603493,13214.81451,0.019309,0.01213,Tajikistan_SRR20326384,Tajikistan
22457.40171,11.14751798,4364.788225,0.006378,0.004628,Tajikistan_SRR20326384,Tajikistan
29342.80272,11.14751798,4710.583312,0.006883,0.005725,Tajikistan_SRR20326384,Tajikistan
36827.27957,10.45811789,5414.057429,0.007911,0.007211,Tajikistan_SRR20326384,Tajikistan
44962.45717,10.45811789,5832.091275,0.008522,0.007564,Tajikistan_SRR20326384,Tajikistan
53804.49888,10.10265514,6497.167427,0.009494,0.008714,Tajikistan_SRR20326384,Tajikistan
63415.80843,10.10265514,6984.730754,0.010206,0.009757,Tajikistan_SRR20326384,Tajikistan
73863.328,9.131039327,8294.310567,0.01212,0.011932,Tajikistan_SRR20326384,Tajikistan
85218.53824,9.131039327,8886.317328,0.012985,0.012924,Tajikistan_SRR20326384,Tajikistan
97561.42939,8.661528593,10019.54502,0.014641,0.01456,Tajikistan_SRR20326384,Tajikistan
110977.0974,8.661528593,10696.50543,0.01563,0.015567,Tajikistan_SRR20326384,Tajikistan
125559.7153,8.324548433,11857.89825,0.017327,0.017259,Tajikistan_SRR20326384,Tajikistan
141410.2636,8.324548433,12606.71402,0.018421,0.018325,Tajikistan_SRR20326384,Tajikistan
158639.367,8.485547487,13126.40589,0.01918,0.018979,Tajikistan_SRR20326384,Tajikistan
177366.1601,8.485547487,13906.40339,0.02032,0.019953,Tajikistan_SRR20326384,Tajikistan
197721.1233,8.712425027,14322.62151,0.020928,0.020448,Tajikistan_SRR20326384,Tajikistan
219846.6506,8.712425027,15115.39072,0.022087,0.021496,Tajikistan_SRR20326384,Tajikistan
243895.3475,8.748300727,15847.02286,0.023156,0.022507,Tajikistan_SRR20326384,Tajikistan
270035.7041,8.748300727,16637.29891,0.02431,0.023596,Tajikistan_SRR20326384,Tajikistan
298448.6912,8.677406733,17553.76543,0.02565,0.02489,Tajikistan_SRR20326384,Tajikistan
329332.2988,8.677406733,18307.18441,0.02675,0.02594,Tajikistan_SRR20326384,Tajikistan
362901.5362,8.502740747,19405.76513,0.028356,0.027509,Tajikistan_SRR20326384,Tajikistan
399388.9991,8.502740747,20066.83506,0.029322,0.02847,Tajikistan_SRR20326384,Tajikistan
439049.9755,8.223535613,21341.41848,0.031184,0.030331,Tajikistan_SRR20326384,Tajikistan
482159.0418,8.223535613,21825.04937,0.031891,0.031105,Tajikistan_SRR20326384,Tajikistan
529016.8705,7.926060627,23004.87194,0.033615,0.032877,Tajikistan_SRR20326384,Tajikistan
579948.5284,7.926060627,23203.41479,0.033905,0.033288,Tajikistan_SRR20326384,Tajikistan
635309.1495,7.721172667,23842.10295,0.034838,0.034308,Tajikistan_SRR20326384,Tajikistan
695483.9349,7.721172667,23667.2785,0.034583,0.034184,Tajikistan_SRR20326384,Tajikistan
760890.4225,7.67152044,23452.21531,0.034268,0.033965,Tajikistan_SRR20326384,Tajikistan
831984.1593,7.67152044,22884.03963,0.033438,0.033242,Tajikistan_SRR20326384,Tajikistan
909259.8369,7.780482,21830.02272,0.031898,0.031783,Tajikistan_SRR20326384,Tajikistan
993255.262,7.780482,20926.22936,0.030577,0.030535,Tajikistan_SRR20326384,Tajikistan
1084553.626,8.03965734,19246.17488,0.028123,0.028136,Tajikistan_SRR20326384,Tajikistan
1183790.879,8.03965734,18121.56875,0.026479,0.026527,Tajikistan_SRR20326384,Tajikistan
1291656.867,8.434322273,16123.30179,0.023559,0.023637,Tajikistan_SRR20326384,Tajikistan
1408902.136,8.434322273,14910.8048,0.021788,0.02187,Tajikistan_SRR20326384,Tajikistan
1536341.905,8.91548858,12926.39029,0.018888,0.018983,Tajikistan_SRR20326384,Tajikistan
1674863.443,8.91548858,11731.43972,0.017142,0.017231,Tajikistan_SRR20326384,Tajikistan
1825428.902,9.4092968,9983.967361,0.014589,0.014683,Tajikistan_SRR20326384,Tajikistan
1989087.231,9.4092968,8869.827064,0.012961,0.013046,Tajikistan_SRR20326384,Tajikistan
2166975.313,9.84034672,7440.43381,0.010872,0.01096,Tajikistan_SRR20326384,Tajikistan
2360331.579,9.84034672,6440.819555,0.009411,0.009493,Tajikistan_SRR20326384,Tajikistan
2570500.545,10.14651826,5321.558372,0.007776,0.007858,Tajikistan_SRR20326384,Tajikistan
2798944.161,10.14651826,4456.984017,0.006513,0.006589,Tajikistan_SRR20326384,Tajikistan
3047250.885,10.30265653,3601.774158,0.005263,0.005337,Tajikistan_SRR20326384,Tajikistan
3317149.301,10.30265653,2891.008375,0.004224,0.004292,Tajikistan_SRR20326384,Tajikistan
3610515.492,10.32384027,2256.275198,0.003297,0.003358,Tajikistan_SRR20326384,Tajikistan
3929390.627,10.32384027,1715.396229,0.002507,0.00256,Tajikistan_SRR20326384,Tajikistan
4275992.308,10.23451526,1273.16867,0.00186,0.001906,Tajikistan_SRR20326384,Tajikistan
4652732.156,10.23451526,903.799014,0.001321,0.001358,Tajikistan_SRR20326384,Tajikistan
5062230.559,9.98077446,630.34319,0.000921,0.00095,Tajikistan_SRR20326384,Tajikistan
5507335.399,9.98077446,408.845531,0.000597,0.000619,Tajikistan_SRR20326384,Tajikistan
5991143.034,9.98077446,253.550994,0.00037,0.000386,Tajikistan_SRR20326384,Tajikistan
6517018.727,9.98077446,149.763819,0.000219,0.000229,Tajikistan_SRR20326384,Tajikistan
0,2.657809875,14499.21135,0.019267,0.081013,Tajikistan_SRR20326382,Tajikistan
4636.218322,2.657809875,15448.99469,0.02053,0.015982,Tajikistan_SRR20326382,Tajikistan
9678.714105,2.657809875,16431.36424,0.021835,0.011289,Tajikistan_SRR20326382,Tajikistan
15162.93083,2.657809875,17441.98967,0.023178,0.013633,Tajikistan_SRR20326382,Tajikistan
21128.54402,10.66930998,4650.403864,0.00618,0.004609,Tajikistan_SRR20326382,Tajikistan
27616.28723,10.66930998,5022.51162,0.006674,0.00543,Tajikistan_SRR20326382,Tajikistan
34672.71308,11.03174597,5243.652186,0.006968,0.005721,Tajikistan_SRR20326382,Tajikistan
42347.54825,11.03174597,5657.531383,0.007518,0.0065,Tajikistan_SRR20326382,Tajikistan
50695.28046,11.9151638,5649.483085,0.007507,0.006766,Tajikistan_SRR20326382,Tajikistan
59774.10051,11.9151638,6090.840043,0.008094,0.007406,Tajikistan_SRR20326382,Tajikistan
69649.07625,10.78270385,7246.865427,0.00963,0.008958,Tajikistan_SRR20326382,Tajikistan
80389.50763,10.78270385,7791.709687,0.010354,0.009842,Tajikistan_SRR20326382,Tajikistan
92071.04265,8.728334795,10322.63549,0.013717,0.013271,Tajikistan_SRR20326382,Tajikistan
104776.2064,8.728334795,11038.99454,0.014669,0.01447,Tajikistan_SRR20326382,Tajikistan
118594.9302,7.954319243,12922.33403,0.017172,0.017083,Tajikistan_SRR20326382,Tajikistan
133624.5512,7.954319243,13749.05862,0.018271,0.018243,Tajikistan_SRR20326382,Tajikistan
149971.929,8.199243524,14169.71378,0.01883,0.018732,Tajikistan_SRR20326382,Tajikistan
167751.329,8.199243524,15027.58534,0.01997,0.019689,Tajikistan_SRR20326382,Tajikistan
187089.1839,8.663417207,15061.87985,0.020015,0.019593,Tajikistan_SRR20326382,Tajikistan
208121.9777,8.663417207,15926.13851,0.021164,0.020567,Tajikistan_SRR20326382,Tajikistan
230998.3612,8.907030993,16346.2108,0.021722,0.021024,Tajikistan_SRR20326382,Tajikistan
255879.1526,8.907030993,17211.19607,0.022871,0.022043,Tajikistan_SRR20326382,Tajikistan
282940.5114,8.88924914,18105.96841,0.02406,0.023138,Tajikistan_SRR20326382,Tajikistan
312373.409,8.88924914,18949.76098,0.025182,0.024165,Tajikistan_SRR20326382,Tajikistan
344385.7454,8.650330292,20299.68757,0.026975,0.025866,Tajikistan_SRR20326382,Tajikistan
379203.9354,8.650330292,21069.71386,0.027999,0.026841,Tajikistan_SRR20326382,Tajikistan
417073.9675,8.280187624,22725.82124,0.030199,0.028959,Tajikistan_SRR20326382,Tajikistan
458262.4611,8.280187624,23327.95723,0.031,0.029763,Tajikistan_SRR20326382,Tajikistan
503060.3703,7.920462788,24869.64762,0.033048,0.031756,Tajikistan_SRR20326382,Tajikistan
551784.5703,7.920462788,25179.94221,0.033461,0.032205,Tajikistan_SRR20326382,Tajikistan
604779.4447,7.695298125,26044.84705,0.03461,0.033333,Tajikistan_SRR20326382,Tajikistan
662418.4725,7.695298125,25961.0753,0.034499,0.033265,Tajikistan_SRR20326382,Tajikistan
725108.9892,7.639103142,25860.04856,0.034364,0.033145,Tajikistan_SRR20326382,Tajikistan
793293.2447,7.639103142,25349.29548,0.033686,0.032511,Tajikistan_SRR20326382,Tajikistan
867453.6936,7.745439583,24304.90671,0.032298,0.031172,Tajikistan_SRR20326382,Tajikistan
948113.5239,7.745439583,23416.33765,0.031117,0.030032,Tajikistan_SRR20326382,Tajikistan
1035841.947,8.005464612,21644.89436,0.028763,0.027752,Tajikistan_SRR20326382,Tajikistan
1131259.489,8.005464612,20493.08963,0.027232,0.026255,Tajikistan_SRR20326382,Tajikistan
1235039.046,8.390912419,18353.44716,0.024389,0.023499,Tajikistan_SRR20326382,Tajikistan
1347913.822,8.390912419,17071.97677,0.022686,0.021827,Tajikistan_SRR20326382,Tajikistan
1470681.031,8.855242399,14911.07396,0.019815,0.019048,Tajikistan_SRR20326382,Tajikistan
1604207.187,8.855242399,13612.63833,0.018089,0.017356,Tajikistan_SRR20326382,Tajikistan
1749436.039,9.347453459,11653.69124,0.015486,0.014843,Tajikistan_SRR20326382,Tajikistan
1907392.272,9.347453459,10418.70744,0.013845,0.01324,Tajikistan_SRR20326382,Tajikistan
2079192.092,9.800914748,8776.71567,0.011663,0.011142,Tajikistan_SRR20326382,Tajikistan
2266048.513,9.800914748,7653.530668,0.01017,0.009695,Tajikistan_SRR20326382,Tajikistan
2469280.878,10.13537949,6355.833956,0.008446,0.008046,Tajikistan_SRR20326382,Tajikistan
2690324.383,10.13537949,5369.979624,0.007136,0.006788,Tajikistan_SRR20326382,Tajikistan
2930740.129,10.30407866,4375.08339,0.005814,0.005529,Tajikistan_SRR20326382,Tajikistan
3192226.228,10.30407866,3547.250276,0.004714,0.00448,Tajikistan_SRR20326382,Tajikistan
3476628.386,10.31662454,2800.119616,0.003721,0.003537,Tajikistan_SRR20326382,Tajikistan
3785955.772,10.31662454,2152.462501,0.00286,0.002719,Tajikistan_SRR20326382,Tajikistan
4122392.657,10.2100236,1618.631609,0.002151,0.002046,Tajikistan_SRR20326382,Tajikistan
4488314.811,10.2100236,1162.64494,0.001545,0.001471,Tajikistan_SRR20326382,Tajikistan
4886305.905,9.963752755,820.707516,0.001091,0.001039,Tajikistan_SRR20326382,Tajikistan
5319177.082,9.963752755,539.739725,0.000717,0.000684,Tajikistan_SRR20326382,Tajikistan
5789985.476,9.963752755,339.666146,0.000451,0.000431,Tajikistan_SRR20326382,Tajikistan
6302054.838,9.963752755,203.760806,0.000271,0.000259,Tajikistan_SRR20326382,Tajikistan
0,4.145114657,11048.34947,0.014142,0.041689,Tajikistan_SRR20326381,Tajikistan
5295.061581,4.145114657,11821.89539,0.015132,0.010879,Tajikistan_SRR20326381,Tajikistan
11045.96905,4.145114657,12633.25822,0.01617,0.011036,Tajikistan_SRR20326381,Tajikistan
17293.26934,4.145114657,13481.36311,0.017256,0.013181,Tajikistan_SRR20326381,Tajikistan
24078.12374,9.746498307,6144.593352,0.007865,0.006526,Tajikistan_SRR20326381,Tajikistan
31448.45137,9.746498307,6615.900613,0.008468,0.007783,Tajikistan_SRR20326381,Tajikistan
39454.01437,10.58501291,6556.741572,0.008393,0.007817,Tajikistan_SRR20326381,Tajikistan
48148.87532,10.58501291,7054.444666,0.00903,0.008443,Tajikistan_SRR20326381,Tajikistan
57593.85464,12.69274862,6330.148601,0.008102,0.007766,Tajikistan_SRR20326381,Tajikistan
67852.23012,12.69274862,6811.997559,0.008719,0.008487,Tajikistan_SRR20326381,Tajikistan
78995.26608,12.271006,7574.972663,0.009696,0.009546,Tajikistan_SRR20326381,Tajikistan
91098.52728,12.271006,8134.780029,0.010412,0.010401,Tajikistan_SRR20326381,Tajikistan
104244.9506,10.37559719,10309.28466,0.013196,0.013274,Tajikistan_SRR20326381,Tajikistan
118524.2309,10.37559719,11020.74469,0.014106,0.014299,Tajikistan_SRR20326381,Tajikistan
134034.6636,9.349783373,13042.77978,0.016695,0.01691,Tajikistan_SRR20326381,Tajikistan
